date,open,high,low,close,volume
2018-04-03,165.899994,169,148.259995,149.009995,30526500
2018-04-04,140,148.929993,135.509995,144.220001,11702900
2018-04-05,149.229996,152.410004,141.25,143.990005,7372800
2018-04-06,146.070007,148.729996,144.669998,147.919998,4228100
2018-04-09,149.5,151,148.589996,150,2051400
2018-04-10,152,156.740005,151.132996,154.899994,2980000
2018-04-11,154,154.149994,147.5,149.570007,1874000
2018-04-12,150.25,151,148.649994,149.100006,1371900
2018-04-13,149.800003,150.419998,148.050003,149,1608100
2018-04-16,150,150,142.740005,144.320007,1454700
2018-04-17,146.020004,149.839996,146,148.490005,1743100
2018-04-18,149.940002,155.990005,149.559998,154.910004,2235300
2018-04-19,154.399994,155.029999,152.009995,153.470001,1056900
2018-04-20,152.350006,159,151.229996,158.449997,2339000
2018-04-23,159.399994,160.679993,154.606003,158.039993,2436500
2018-04-24,159,159.259995,153.520004,155.070007,1180400
2018-04-25,153.949997,154.600006,150.059006,153.330002,1884600
2018-04-26,153,157.800003,151.320007,156.600006,1277200
2018-04-27,157.369995,160,157,159.979996,1737800
2018-04-30,161.509995,162.880005,159.699997,161.669998,3638400
2018-05-01,162.119995,165.169998,161.210007,164.880005,2963900
2018-05-02,166.520004,171.229996,166,170,6942800
2018-05-03,154.121002,161.110001,151.110001,160.380005,11094800
2018-05-04,161.110001,161.110001,152.559998,154.259995,4292600
2018-05-07,154.5,154.710007,148.061005,150,5623700
2018-05-08,151.020004,154.649994,150.259995,150.639999,2460300
2018-05-09,150.520004,150.970001,148.490005,150.070007,1857400
2018-05-10,151.399994,159.949997,150.350006,158.130005,3606600
2018-05-11,158,158.240005,155.279999,156.770004,1601300
2018-05-14,159.479996,164.949997,156.770004,159.970001,4753300
2018-05-15,156.75,160.990005,155.324005,158.710007,2976200
2018-05-16,158.160004,163,158.080002,161.389999,2077800
2018-05-17,159.169998,159.479996,156.75,158.759995,2470900
2018-05-18,160,160.050003,150.779999,150.800003,4152400
2018-05-21,153.360001,153.740005,149.979996,150.220001,1948700
2018-05-22,150.630005,153.389999,150.050003,150.429993,1194400
2018-05-23,150.429993,154.559998,150,154.369995,1202600
2018-05-24,154.320007,156.865005,153.339996,154.589996,1083300
2018-05-25,155.710007,157.75,154.699997,156.600006,1288500
2018-05-29,156.100006,156.559998,152.630005,154.619995,1314300
2018-05-30,156.600006,156.929993,153.710007,156.380005,1085500
2018-05-31,156.820007,158.845001,155.149994,157.710007,1446800
2018-06-01,158.899994,161.809998,157.350006,159.240005,1952400
2018-06-04,159.539993,162.970001,158.100006,162.830002,2016900
2018-06-05,162.5,165.059998,161.229996,164.960007,1694400
2018-06-06,164.089996,165.639999,159.205002,165.639999,2264400
2018-06-07,168.75,168.75,164.662994,166.029999,2207400
2018-06-08,165.5,172.929993,165.039993,171.479996,3528900
2018-06-11,171.5,172.75,169.220001,172.369995,2347400
2018-06-12,173,175.929993,169.889999,170.229996,2231500
2018-06-13,172.169998,172.748993,170,170.820007,1230700
2018-06-14,169.5,180.020004,169.490005,178.100006,4311600
2018-06-15,175.809998,176.925003,172,175.020004,1983200
2018-06-18,173.460007,175.949997,171.268997,174.350006,937600
2018-06-19,171.529999,173.25,167.059998,169.889999,1627700
2018-06-20,172.880005,176.770004,170.5,176.399994,2365100
2018-06-21,179,182.179993,177.195007,179.529999,3782000
2018-06-22,181.800003,182.449997,177.401993,180.940002,1472000
2018-06-25,180,180,166,170.369995,2878800
2018-06-26,174.369995,177,172.539993,175.979996,1658900
2018-06-27,177.820007,181.720001,171.580002,172.149994,1779500
2018-06-28,170.479996,170.940002,165.710007,167.699997,1645700
2018-06-29,170.75,171.940002,167.839996,168.240005,862300
2018-07-02,165.800003,170.789993,162.029999,170.690002,1171200
2018-07-03,171.070007,171.229996,168.240005,168.660004,508400
2018-07-05,169.710007,176.440002,169.600006,176.440002,1299600
2018-07-06,174.520004,177.294998,174.029999,175.699997,1092900
2018-07-09,178.350006,178.710007,172.809998,177.440002,1388800
2018-07-10,177.089996,181.5,176.009995,180.429993,1541700
2018-07-11,179.300003,183.240005,178.5,182.350006,1998600
2018-07-12,183.649994,189.970001,183.240005,188.350006,3505600
2018-07-13,188.600006,188.860001,183.949997,187.210007,1313200
2018-07-16,186.779999,187.619995,184.029999,184.220001,1141600
2018-07-17,180.720001,187.479996,178.610001,187.050003,1813300
2018-07-18,187.800003,188.389008,184.949997,186.149994,920500
2018-07-19,185.179993,186.809998,182.050003,182.190002,877300
2018-07-20,183.830002,185.649994,182.270004,182.789993,843700
2018-07-23,184.970001,190,183.5,188.050003,1753900
2018-07-24,188.009995,190.800003,186.070007,187.809998,2174000
2018-07-25,185.550003,188.089996,184.5,187.990005,2024700
2018-07-26,191.860001,198.990005,187.050003,196.279999,5029000
2018-07-27,195.729996,196.559998,182.490005,186.270004,4124900
2018-07-30,187.699997,189.339996,175.309998,176.789993,2978500
2018-07-31,177.270004,183.869995,175.399994,182.830002,2233200
2018-08-01,183.529999,185.490005,179.820007,180.119995,1140500
