ticker,year,quarter,avg_price,sd_price,avg_pct_change,sd_pct_change,avg_range,avg_vol,pe_ratio,price_to_sales_ratio,price_to_book_ratio,price_to_fcf_ratio,debt_to_equity_ratio,yearly_amount_per_share,num_per_year,three_year_dividend,pays_dividend,dividend_yield
AN,2012,2012.3,40.34571426984127,1.458301764805979,0.0027483182126237598,0.015369278041103817,0.88968253968254,582165.0793650794,18.66,0.37,3.24,24.25,3.01,0,0,0,0,0
AN,2012,2012.4,42.380000112903225,3.41419995212879,-0.0021865859440708462,0.015413597764957031,1.0027419838709675,790306.4516129033,15.75,0.32,2.84,35.47,3.27,0,0,0,0,0
AN,2013,2013.1,44.506499833333336,1.9125533688359213,7.086731801470756e-4,0.014706042818078411,0.8615000000000002,718866.6666666666,16.57,0.34,2.97,19.55,3.03,0,0,0,0,0
AN,2013,2013.2,44.630156109375,1.5602640978138278,-5.354292674845997e-4,0.014533517155138379,1.0987504062500006,722996.875,15.89,0.32,2.8,17.05,2.96,0,0,0,0,0
AN,2013,2013.3,48.2517186875,2.925546705579936,0.00242973011009253,0.013275568758594371,0.9629690312500002,1122676.5625,18.5,0.38,3.19,23.82,2.7,0,0,0,0,0
AN,2013,2013.4,49.50765628125,1.0593703323496704,-6.721726530893145e-4,0.013071979280142944,0.9823438437499998,903200,16.35,0.35,2.91,21.35,2.84,0,0,0,0,0
AN,2014,2014.1,50.87180301639344,2.0484493222807223,7.50438658237787e-4,0.012871751235050124,0.9755737540983609,969429.5081967213,16.9,0.37,3.07,25.46,2.74,0,0,0,0,0
AN,2014,2014.2,55.3266666984127,1.9966955949584568,0.0014070461373884451,0.011309691192355453,0.987142888888889,920104.7619047619,18.36,0.4,3.33,39.3,2.7,0,0,0,0,0
AN,2014,2014.3,54.766875125,3.2288163770440734,-0.0014398155700132446,0.009976190397304992,0.8303125000000001,1114548.4375,14.8,0.33,2.86,22.12,2.87,0,0,0,0,0
AN,2014,2014.4,55.976875109375,3.777890468476693,9.86996341780047e-4,0.016233706296851787,1.2818751406250002,1025829.6875,17.11,0.38,3.3,25.56,3.05,0,0,0,0,0
AN,2015,2015.1,61.276065360655736,2.083695703613742,5.15713678626227e-4,0.011240306015063433,1.1134429016393443,896381.9672131147,17.29,0.39,3.32,29.86,2.83,0,0,0,0,0
AN,2015,2015.2,63.51127004761905,0.9911802430390164,-0.0010230145289740512,0.009784916944396519,0.9463493015873015,814342.8571428572,16.19,0.37,3.12,26.3,2.87,0,0,0,0,0
AN,2015,2015.3,60.829843515625,2.3662803378610913,-0.0013118508910277143,0.01416916787963236,1.3589061562499998,841654.6875,14.44,0.33,2.85,22.92,2.91,0,0,0,0,0
AN,2015,2015.4,61.89906278125,1.6994570706499592,4.0377538571054287e-4,0.014809144002399965,1.3528127031249997,807256.25,15.38,0.33,2.81,24.96,3.06,0,0,0,0,0
AN,2016,2016.1,48.42999985245902,3.1084906060125213,-5.509589952632582e-4,0.022616371620031404,1.7293443278688527,1942288.524590164,12.28,0.25,2.3,18.51,3.78,0,0,0,0,0
AN,2016,2016.2,47.983125109375,1.7007419819444458,0.0028285979185066466,0.017039703742040675,1.3243749687500002,1418382.8125,12.11,0.24,2.22,18.48,3.54,0,0,0,0,0
AN,2016,2016.3,49.162499953125,1.6011345332521711,3.7730684037818473e-4,0.015507331027752024,1.1582813593749997,1045075,12.52,0.24,2.22,19.26,3.36,0,0,0,0,0
AN,2016,2016.4,46.40000003174603,2.6548916002416942,6.602697478029131e-4,0.01851598025690813,1.17222226984127,952915.873015873,11.69,0.23,2.12,18.15,3.35,0,0,0,0,0
AN,2017,2017.1,47.79096769354839,3.417406468341019,-0.0013003446469119246,0.013049242207703003,1.0174198870967743,1037435.4838709678,9.97,0.2,1.76,18.28,3.15,0,0,0,0,0
AN,2017,2017.2,40.694127317460314,1.3390086045574048,-1.5250709521306982e-4,0.017311727739710885,1.1036510793650796,1461373.0158730159,10.49,0.2,1.69,18.56,3.06,0,0,0,0,0
AN,2017,2017.3,43.30492066666667,2.4954033356953507,0.0022678869492206272,0.014329018857681243,1.064920587301587,1638747.619047619,11.95,0.22,1.97,21.82,3.52,0,0,0,0,0
AN,2017,2017.4,50.730476333333336,3.6494062920271104,-7.230137376801903e-4,0.015782806066079524,1.2025396507936508,946098.4126984127,11.48,0.24,1.98,20.21,3.34,0,0,0,0,0
AN,2018,2018.1,53.457377016393444,4.291775285973291,-0.002609591373333255,0.018061256355005828,1.493278606557377,957257.3770491803,10.37,0.21,1.73,17.55,3.14,0,0,0,0,0
AN,2018,2018.2,47.38015634375,1.474318267720698,4.80613026884909e-4,0.01583455098223116,1.2748440937499999,876510.9375,10.29,0.21,1.74,15.65,3.11,0,0,0,0,0
AN,2018,2018.3,46.27984103174603,2.1424076914959187,-0.0012947459333995637,0.012443251001466801,1.0650793333333335,754374.6031746032,8.39,0.18,1.43,12.83,2.87,0,0,0,0,0
AN,2018,2018.4,37.811587317460315,2.6350477395649374,-0.0013346107728036706,0.017487626868379496,1.2720641111111108,867785.7142857143,8.24,0.15,1.18,24.62,2.93,0,0,0,0,0
AN,2019,2019.1,36.249016295081965,1.8139669056696186,0.001480496113714406,0.017163940199841042,1.0006561311475415,873836.0655737704,8.25,0.15,1.14,13.7,2.92,0,0,0,0,0
AN,2019,2019.2,39.786666714285715,1.9614559293811813,0.002177757456569237,0.016711016531972822,0.9384130793650789,824107.9365079365,9.58,0.18,1.3,11.63,2.71,0,0,0,0,0
AN,2019,2019.3,47.1181251875,3.2215714916720475,0.001530485642784466,0.015600181568777976,1.134999890625,713681.25,11.93,0.22,1.51,13.57,2.49,0,0,0,0,0
AN,2019,2019.4,50.63046890625,1.494146866563188,-0.0013056405673541312,0.013726376347235609,0.9926567031250001,491962.5,9.78,0.21,1.37,8.13,2.33,0,0,0,0,0
AN,2020,2020.1,41.26741920967742,7.243493734844243,-0.005238747604034527,0.037830209728705384,1.7090322258064516,915662.9032258064,20.33,0.12,0.86,6.12,2.71,0,0,0,0,0
AN,2020,2020.2,36.198889095238094,4.7087360403403125,-0.0025567123312026183,0.036164813266805526,1.9814285079365075,984555.5555555555,10.92,0.17,1.04,3.16,2.01,0,0,0,0,0
AN,2020,2020.3,52.100156515625,6.145664342602912,9.931371732152183e-4,0.0221962609142746,1.6971876875000005,829337.5,12.06,0.23,1.38,4.24,1.85,0,0,0,0,0
AN,2020,2020.4,62.87531265625,3.7236581065754444,0.001888973368711389,0.021599971560592457,1.9984373125,777867.1875,15.93,0.3,1.8,5.79,2.06,0,0,0,0,0
AN,2021,2021.2,92.059998,NA,-0.004218485804818394,NA,2.7199930000000023,666400,21.02,NA,NA,NA,NA,0,0,0,0,0
CARS,2018,2018.1,29.273114672131147,1.1702529200127454,-0.0011380667505305829,0.01919259458385087,0.8435244426229509,1404473.7704918033,10.26,3.22,1.21,11.47,0.59,0,0,0,0,0
CARS,2018,2018.2,27.493593703125,1.6975972610193881,-3.120892222506023e-4,0.021622346335393318,0.8423905781249998,1080920.3125,10.96,3.16,1.21,14.55,0.61,0,0,0,0,0
CARS,2018,2018.3,27.945079253968252,1.7642378187757581,0.0018973599212568307,0.02207212973543794,0.8303490476190476,835336.5079365079,10.91,3.01,1.16,13.43,0.6,0,0,0,0,0
CARS,2018,2018.4,25.002063396825395,1.6532951147038444,-0.0034965111810276455,0.02449297439265486,0.9211110000000001,861076.1904761905,38.39,2.3,0.9,10.16,0.6,0,0,0,0,0
CARS,2019,2019.1,24.18819670491803,1.643400484340111,-0.002259288375730672,0.019522262899242346,0.7840162459016394,1016873.7704918033,54.29,2.43,0.97,9.91,0.62,0,0,0,0,0
CARS,2019,2019.2,21.384603158730158,0.9365737773721832,-0.002330329001658206,0.022278704533478005,0.7452381587301585,998831.746031746,131.47,2.13,0.84,10.74,0.61,0,0,0,0,0
CARS,2019,2019.3,13.493593734375,5.420723970573849,-0.006514040830766047,0.03190717329631271,0.6018749999999999,2087582.8125,0,0.99,0.52,5.97,0.81,0,0,0,0,0
CARS,2019,2019.4,11.66859375,1.169305678105262,0.005780099776981869,0.025045863202375174,0.4513593749999999,900237.5,0,1.35,0.71,10.2,0.78,0,0,0,0,0
CARS,2020,2020.1,9.658225806451613,3.1992558172551853,-0.007944327927925562,0.06426183447151854,0.7246451612903225,1444033.8709677418,0,0.48,0.83,4.2,2.61,0,0,0,0,0
CARS,2020,2020.2,5.524126984126984,1.1562350398971306,-0.002158334602363139,0.06690481933694688,0.5248730158730159,2024258.7301587302,0,0.7,1.18,4.42,2.28,0,0,0,0,0
CARS,2020,2020.3,7.75875,1.2848228832293738,0.0010727040992539714,0.037627180415723466,0.4926093749999999,1254376.5625,0,0.99,1.68,5.48,2.31,0,0,0,0,0
CARS,2020,2020.4,10.0246875,1.6396418199164864,0.0026504376611775934,0.03656975302140326,0.5506562500000002,1072582.8125,0,1.39,2.24,6.23,2.16,0,0,0,0,0
CARS,2021,2021.2,13.14,NA,-0.0015197568389057428,NA,0.370000000000001,513600,0,1.65,2.66,7.4,NA,0,0,0,0,0
CRMT,2006,2006.4,13.599523857142858,2.2928419643539284,-0.0039029465353272426,0.020447392166638614,0.4657143968253967,114393.6507936508,15.89,0.74,1.46,0,0.49,0,0,0,0,0
CRMT,2007,2007.1,11.416229508196722,0.754254961169025,0.0012905559661488756,0.024905714430487835,0.4201639344262295,91252.45901639345,18.26,0.51,1.01,0,0.44,0,0,0,0,0
CRMT,2007,2007.2,13.107301587301587,0.3818300852862408,-4.5580525443172145e-4,0.02265061173680845,0.49412698412698425,71747.61904761905,35.61,0.64,1.23,25.76,0.4,0,0,0,0,0
CRMT,2007,2007.3,12.170634920634921,1.0076159550912387,-0.0014148618124100935,0.026643459818668867,0.5065079365079365,66360.31746031746,68.47,0.65,1.23,12.52,0.38,0,0,0,0,0
CRMT,2007,2007.4,11.81828125,0.6833590115674749,-0.0015545200047189732,0.025363033259179702,0.5134375,101484.375,18.78,0.58,1.1,11.5,0.43,0,0,0,0,0
CRMT,2008,2008.1,11.640983606557377,0.6357114254073483,0.0037086404057337786,0.0267815294273371,0.6140983606557378,95267.2131147541,12.41,0.53,1.02,33.91,0.48,0,0,0,0,0
CRMT,2008,2008.2,14.703124984375,1.4398389004145238,0.005475803972501491,0.026879372331361607,0.554843734375,128298.4375,11.42,0.63,1.23,256.51,0.46,0,0,0,0,0
CRMT,2008,2008.3,19.820468765625,1.0681603150632362,-0.0013272948605892823,0.029257418521722152,1.0242188124999996,330140.625,13.02,0.81,1.63,0,0.48,0,0,0,0,0
CRMT,2008,2008.4,12.872343765625,2.3324384419064064,-0.0019529450621225792,0.0870568541345088,1.49359375,228371.875,10.4,0.66,1.3,76.34,0.44,0,0,0,0,0
CRMT,2009,2009.1,11.55016393442623,1.444706996595133,4.3133493284255105e-4,0.046394082350381734,0.8049180327868852,101114.75409836066,5.68,0.36,0.7,15.23,0.43,0,0,0,0,0
CRMT,2009,2009.2,16.59825403174603,1.7181962901425285,0.0034877644199179584,0.03617019136200035,0.9239681587301588,172311.11111111112,10.67,0.64,1.26,16.35,0.4,0,0,0,0,0
CRMT,2009,2009.3,21.5035936875,1.8056992267706238,0.0011197327526729123,0.020956764229660932,0.8379685312500004,130850,13.1,0.84,1.56,19.82,0.41,0,0,0,0,0
CRMT,2009,2009.4,23.644531265625,1.4766510432821927,5.518167219077718e-4,0.021957629006834338,0.824531078125,72460.9375,11.09,0.77,1.42,44.34,0.4,0,0,0,0,0
CRMT,2010,2010.1,25.044754016393444,1.172628954095945,-0.0011225234203155051,0.01976497532870587,0.7822950983606556,53221.311475409835,11.26,0.85,1.55,124.96,0.39,0,0,0,0,0
CRMT,2010,2010.2,24.516666634920636,0.9346554825579781,-0.0013055413810624389,0.021565208733622016,0.8841268253968254,75338.09523809524,11.11,0.88,1.63,112.03,0.43,0,0,0,0,0
CRMT,2010,2010.3,23.47234390625,1.4948054635369432,6.446967119587507e-4,0.020737482726905673,0.8548438749999996,78128.125,9.78,0.79,1.44,56.38,0.47,0,0,0,0,0
CRMT,2010,2010.4,26.743281140625,1.154561861813154,0.0021702641001418352,0.015928530174481783,0.7584375468750001,61732.8125,11.07,0.87,1.6,75.55,0.49,0,0,0,0,0
CRMT,2011,2011.1,25.380483903225805,1.42812207508449,1.994310445047473e-4,0.017943589688931665,0.7177421451612904,60925.8064516129,10.39,0.77,1.46,71.42,0.52,0,0,0,0,0
CRMT,2011,2011.2,26.571269873015872,2.5288990397061446,0.0034871342062887645,0.017485053380232877,0.727301698412698,52769.84126984127,9.56,0.72,1.37,22.49,0.48,0,0,0,0,0
